cl,cluster_id,cluster_id_label,supertype_id,supertype_label,supertype_id_label,subclass_id,subclass_label,subclass_id_label,class_id,class_label,class_id_label,neighborhood,anatomical_annotation,notes,CCF_broad.freq,CCF_acronym.freq,v3.size,v2.size,multiome.size,F,M,sex.bias,Dark,Light,nt_type_label,nt.markers,nt_type_combo_label,np.markers,cluster.markers.combo,merfish.markers.combo,cluster.TF.markers.combo,cluster.markers.combo (within subclass),CTX.cluster_id,CTX.cluster_label,CTX.supertype_id,CTX.supertype_label,CTX.subclass_id,CTX.subclass_id,CTX.neighborhood_id,CTX.neighborhood_label,CTX.size,taxonomy_id,cell_set_accession.cluster,cell_set_accession.supertype,cell_set_accession.subclass,cell_set_accession.class
5053,2696,2696 RE-Xi Nox4 Glut_2,669,RE-Xi Nox4 Glut_2,0669 RE-Xi Nox4 Glut_2,152,RE-Xi Nox4 Glut,152 RE-Xi Nox4 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,PR,,TH:0.97,"PR:0.31,RE:0.29,SMT:0.27",347,545,0,0.54,0.46,,0.05,0.95,Glut,Slc17a6:8.82,Glut,Cck:7.3,"Cfap221,Cbln1,Prdm8,Vwa5b1","Gpr4,Cbln1,Adgrf5,Vwa5b1,Cntnap3","Lef1,Irf5,Shox2,Zbtb7c,Nr2f2,Zfp57","Aldh3b2,Nox4,Cntnap3",,,,,,,,,,CCN202307220,CS20230722_CLUS_2696,CS20230722_SUPT_0669,CS20230722_SUBC_152,CS20230722_CLAS_18
5055,2697,2697 RE-Xi Nox4 Glut_2,669,RE-Xi Nox4 Glut_2,0669 RE-Xi Nox4 Glut_2,152,RE-Xi Nox4 Glut,152 RE-Xi Nox4 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,RE,,TH:0.97,"SMT:0.24,RE:0.21,PR:0.16,TH:0.09,RH:0.08,AMd:0.05",227,389,0,0.56,0.44,,0.02,0.98,Glut,"Slc17a6:9.11,Slc17a7:3.97",Glut,Cck:8.7,"Gm19303,Hs3st3a1,Ntng1,Prlr","Tnnt1,Adgrf5,Zfp536,Tox,Cbln1","Gbx2,Lef1,Zfp536,Hes1,Tox,Sox5","Adgrf5,Zfp536",,,,,,,,,,CCN202307220,CS20230722_CLUS_2697,CS20230722_SUPT_0669,CS20230722_SUBC_152,CS20230722_CLAS_18
5054,2698,2698 RE-Xi Nox4 Glut_3,670,RE-Xi Nox4 Glut_3,0670 RE-Xi Nox4 Glut_3,152,RE-Xi Nox4 Glut,152 RE-Xi Nox4 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,RE,,TH:1,"RE:0.66,RH:0.09,TH:0.06",164,635,0,0.33,0.67,,0.04,0.96,Glut,"Slc17a6:8.89,Slc17a7:4.97",Glut,Cck:9.1,"Tnnt1,Nox4,Npnt,Prkcd","Tnnt1,Qrfpr,Npnt,Cbln4","Gbx2,Irf5,E2f1,Sox13,Nhlh2,Mkx","H2-M3,Slco2a1,Gbx2",,,,,,,,,,CCN202307220,CS20230722_CLUS_2698,CS20230722_SUPT_0670,CS20230722_SUBC_152,CS20230722_CLAS_18
5125,2699,2699 RE-Xi Nox4 Glut_3,670,RE-Xi Nox4 Glut_3,0670 RE-Xi Nox4 Glut_3,152,RE-Xi Nox4 Glut,152 RE-Xi Nox4 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,RE,,TH:1,"RE:0.58,PT:0.27",257,444,0,0.24,0.76,,0.04,0.96,Glut,Slc17a6:8.53,Glut,Cck:8.7,"Mrvi1,Nox4,Calb2,Otx2os1","Tnnt1,Lpl,Nxph1,Otx2,Mctp2","Gbx2,Otx2,Myt1l,Lef1","Otx2os1,Mctp2",,,,,,,,,,CCN202307220,CS20230722_CLUS_2699,CS20230722_SUPT_0670,CS20230722_SUBC_152,CS20230722_CLAS_18
5129,2700,2700 RE-Xi Nox4 Glut_3,670,RE-Xi Nox4 Glut_3,0670 RE-Xi Nox4 Glut_3,152,RE-Xi Nox4 Glut,152 RE-Xi Nox4 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,RE,,TH:1,"IAM:0.21,PT:0.21,RE:0.21,RH:0.17,PVT:0.09",73,269,0,0.28,0.72,,0.01,0.99,Glut,Slc17a6:8.98,Glut,Cck:8.3,"Cd247,Adgrd1,Dlgap2,Tnnt1","Cd247,Myo5b,Lypd6,Slc17a7,Tnnt1","Irf5,Gbx2,Glis1,Lhx2,Onecut2,Nhlh2","Adgrd1,Trhde",,,,,,,,,,CCN202307220,CS20230722_CLUS_2700,CS20230722_SUPT_0670,CS20230722_SUBC_152,CS20230722_CLAS_18
5126,2701,2701 RE-Xi Nox4 Glut_3,670,RE-Xi Nox4 Glut_3,0670 RE-Xi Nox4 Glut_3,152,RE-Xi Nox4 Glut,152 RE-Xi Nox4 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,RE an,,"TH:0.72,NA:0.19","RE:0.57,V3:0.11,TH:0.08,PVT:0.06",57,85,0,0.35,0.65,,0.04,0.96,Glut,Slc17a6:8.31,Glut,,"Gbx2,Lpl,Lama1,Slc5a7","Slc5a7,Lpl,Sp9,Rspo1","Gbx2,Zic5,Sp9,Tead1,Bcl11b,Sox5","Vwa3a,Lama1",,,,,,,,,,CCN202307220,CS20230722_CLUS_2701,CS20230722_SUPT_0670,CS20230722_SUBC_152,CS20230722_CLAS_18
5127,2702,2702 RE-Xi Nox4 Glut_3,670,RE-Xi Nox4 Glut_3,0670 RE-Xi Nox4 Glut_3,152,RE-Xi Nox4 Glut,152 RE-Xi Nox4 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,RE,,TH:0.81,"RE:0.65,TH:0.13,HY:0.1",111,64,0,0.39,0.61,,0.07,0.93,Glut,Slc17a6:8,Glut,Cck:5.5,"Gbx2,Otx2os1,Nox4,Vwa5b1","Edaradd,Otx2,Cd247,Vwa5b1","Gbx2,Otx2,Lef1","Otx2os1,Vwa5b1",,,,,,,,,,CCN202307220,CS20230722_CLUS_2702,CS20230722_SUPT_0670,CS20230722_SUBC_152,CS20230722_CLAS_18
5116,2703,2703 RE-Xi Nox4 Glut_4,671,RE-Xi Nox4 Glut_4,0671 RE-Xi Nox4 Glut_4,152,RE-Xi Nox4 Glut,152 RE-Xi Nox4 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,Xi?,,TH:1,"RE:0.44,Xi:0.36",112,74,0,0.58,0.42,,0.01,0.99,Glut,"Slc17a6:8.3,Slc17a8:4.32",Glut,,"Slc17a8,Slc35d3,Tcf7l2,Cntnap3","Slc17a8,Ctxn3,Piezo2,Zic1","Gbx2,Sox2,Zim1,Zic5,Nr2f2,Esrrg",Cpne8,,,,,,,,,,CCN202307220,CS20230722_CLUS_2703,CS20230722_SUPT_0671,CS20230722_SUBC_152,CS20230722_CLAS_18
5025,2704,2704 MG-POL-SGN Nts Glut_1,672,MG-POL-SGN Nts Glut_1,0672 MG-POL-SGN Nts Glut_1,153,MG-POL-SGN Nts Glut,153 MG-POL-SGN Nts Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,MGm,,TH:0.97,"PoT:0.51,POL:0.21,SGN:0.1",90,230,0,0.22,0.78,,0.03,0.97,Glut,Slc17a6:9.05,Glut,"Cck:6.7,Nts:6.4,Cartpt:5.3,Adcyap1:5.1,Crh:3.2","Adgrf5,Crh,Scnn1a,Vwc2l","Adgrf5,Crh,Hopx,Tnnt1","Gbx2,Lef1,Sp9,Hopx,Ascl1,Prox1","Clrn1,Serpinb1b",,,,,,,,,,CCN202307220,CS20230722_CLUS_2704,CS20230722_SUPT_0672,CS20230722_SUBC_153,CS20230722_CLAS_18
5026,2705,2705 MG-POL-SGN Nts Glut_1,672,MG-POL-SGN Nts Glut_1,0672 MG-POL-SGN Nts Glut_1,153,MG-POL-SGN Nts Glut,153 MG-POL-SGN Nts Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,MGd,,TH:0.82,"MGd:0.48,MGv:0.13,root:0.08,MGm:0.08,DG-mo:0.05",350,465,0,0.16,0.84,,0.03,0.97,Glut,Slc17a6:9.07,Glut,"Cck:8.1,Adcyap1:3.3","Endou,Calb2,Otof,Tspear","Pth2r,Tafa4,Dsg2,Ldb2,Cbln2,Rgs6,Mctp2,Rxfp1","Gbx2,Lef1,Smad3,Sox13,Pou6f2,Zic1",Tspear,,,,,,,,,,CCN202307220,CS20230722_CLUS_2705,CS20230722_SUPT_0672,CS20230722_SUBC_153,CS20230722_CLAS_18
5027,2706,2706 MG-POL-SGN Nts Glut_1,672,MG-POL-SGN Nts Glut_1,0672 MG-POL-SGN Nts Glut_1,153,MG-POL-SGN Nts Glut,153 MG-POL-SGN Nts Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,MGm,,TH:0.96,"PIL:0.19,PoT:0.17,MGm:0.17,SGN:0.16,TH:0.14",133,189,0,0.17,0.83,,0.01,0.99,Glut,"Slc17a6:9.17,Slc17a8:3.33",Glut,"Cck:6.5,Crh:6.3,Adcyap1:5.3,Nts:5.1,Cartpt:4.2","Gm19303,Rxfp2,Slc17a8","Crh,Adgrf5,Slc17a8,Col24a1","Gbx2,Smad3,Pou6f2,Sp9,Rreb1,Esrrg",Dsc3,,,,,,,,,,CCN202307220,CS20230722_CLUS_2706,CS20230722_SUPT_0672,CS20230722_SUBC_153,CS20230722_CLAS_18
5141,2707,2707 MG-POL-SGN Nts Glut_2,673,MG-POL-SGN Nts Glut_2,0673 MG-POL-SGN Nts Glut_2,153,MG-POL-SGN Nts Glut,153 MG-POL-SGN Nts Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,POL PIL,,"TH:0.73,MB:0.24","SGN:0.21,PoT:0.16,MB:0.14,TH:0.13,PIL:0.11,POL:0.1",13,35,0,0.1,0.9,,0.04,0.96,Glut,Slc17a6:8.39,Glut,"Adcyap1:9.8,Cck:9.6,Cartpt:8.3,Nts:8.1,Grp:5.7","9630028I04Rik,Grp","Moxd1,Nts,Adamts19","Gbx2,Sp9,Onecut2,Zic1,Rorb,Rarb",Grp,,,,,,,,,,CCN202307220,CS20230722_CLUS_2707,CS20230722_SUPT_0673,CS20230722_SUBC_153,CS20230722_CLAS_18
5148,2708,2708 MG-POL-SGN Nts Glut_2,673,MG-POL-SGN Nts Glut_2,0673 MG-POL-SGN Nts Glut_2,153,MG-POL-SGN Nts Glut,153 MG-POL-SGN Nts Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,POL PIL,,"TH:0.53,NA:0.28","MB:0.14,root:0.14,MGv:0.11,POL:0.11,bsc:0.11,TH:0.08,LP:0.06,PP:0.06",57,36,0,0.17,0.83,,0.02,0.98,Glut,Slc17a6:8.48,Glut,"Adcyap1:7.8,Cck:5.9,Nts:4.1,Cartpt:3.2","Defb1,Slc1a3,Npffr1","Hmcn1,Slc1a3,Shox2,Trhr","Gbx2,Sp9,Ebf1,Hopx,Zic1,Bcl11a",Npffr1,,,,,,,,,,CCN202307220,CS20230722_CLUS_2708,CS20230722_SUPT_0673,CS20230722_SUBC_153,CS20230722_CLAS_18
5024,2709,2709 MG-POL-SGN Nts Glut_2,673,MG-POL-SGN Nts Glut_2,0673 MG-POL-SGN Nts Glut_2,153,MG-POL-SGN Nts Glut,153 MG-POL-SGN Nts Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,SGN,,"TH:0.45,NA:0.33,MB:0.18","bic:0.18,SGN:0.16,MB:0.15,root:0.12,MGd:0.09,LP:0.06,TH:0.05",218,234,0,0.13,0.87,,0.03,0.97,Glut,Slc17a6:8.65,Glut,"Cck:8.2,Adcyap1:7.7,Cartpt:4.4,Nts:3.5","Gbx2,Hmcn1,Crh,Slc1a3","Edaradd,Hmcn1,Crh,Ntng1,Slc1a3,Ramp3","Gbx2,Lef1,Sp9,Ebf1,Hopx,Smad3","Fgf10,Frem3",,,,,,,,,,CCN202307220,CS20230722_CLUS_2709,CS20230722_SUPT_0673,CS20230722_SUBC_153,CS20230722_CLAS_18
5105,2710,2710 PF Fzd5 Glut_1,674,PF Fzd5 Glut_1,0674 PF Fzd5 Glut_1,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:0.94,"PF:0.25,SPA:0.25,VPMpc:0.21,RE:0.06,TH:0.05",104,107,0,0.56,0.44,,0.03,0.97,Glut,"Slc17a6:7.69,Slc17a8:5.62",Glut,"Pdyn:5.6,Calca:3.7","Ccdc192,Calca,Fzd5","Ctxn3,Slc17a8,Hs3st3b1,Parm1","Gli3,Gbx2,Zfpm2,Sox2,Twist2,Zbtb7c",Calca,,,,,,,,,,CCN202307220,CS20230722_CLUS_2710,CS20230722_SUPT_0674,CS20230722_SUBC_154,CS20230722_CLAS_18
5117,2711,2711 PF Fzd5 Glut_1,674,PF Fzd5 Glut_1,0674 PF Fzd5 Glut_1,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,SPF?,,TH:0.99,"PoT:0.31,VPLpc:0.18,PO:0.15,PF:0.14,SPFp:0.12",88,113,0,0.25,0.75,,0.03,0.97,Glut,Slc17a6:8.51,Glut,,"Fzd5,Clec18a,Nxph4,Wif1","Wif1,Ctxn3,Nxph4,Nxph1","Gli3,Sp9,Bnc2,Maf,Pou3f3",Nxph4,,,,,,,,,,CCN202307220,CS20230722_CLUS_2711,CS20230722_SUPT_0674,CS20230722_SUBC_154,CS20230722_CLAS_18
5118,2712,2712 PF Fzd5 Glut_1,674,PF Fzd5 Glut_1,0674 PF Fzd5 Glut_1,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:1,PF:0.86,140,178,0,0.57,0.43,,0.06,0.94,Glut,Slc17a6:8.91,Glut,,"Slfn9,Hpse2,Fxyd6","Adgrf5,Gli3,Gpr139,Cnih3,Tafa2","Gli3,Bnc2,Prox1,Myt1l,Etv1","Hpse2,Slfn9,Fxyd6",,,,,,,,,,CCN202307220,CS20230722_CLUS_2712,CS20230722_SUPT_0674,CS20230722_SUBC_154,CS20230722_CLAS_18
5119,2713,2713 PF Fzd5 Glut_1,674,PF Fzd5 Glut_1,0674 PF Fzd5 Glut_1,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:0.97,"PF:0.67,VPMpc:0.1,SPA:0.07",431,295,0,0.49,0.51,,0.05,0.95,Glut,Slc17a6:8.29,Glut,Pdyn:6.2,"Ccdc192,Wif1,Gli3,Pdyn","Ctxn3,Wif1,Pdyn,Gli3,Baiap3,Galnt14","Gli3,Gbx2,Foxp2,Prox1,Myt1l,Maf","Il6ra,Tns1,Baiap3",,,,,,,,,,CCN202307220,CS20230722_CLUS_2713,CS20230722_SUPT_0674,CS20230722_SUBC_154,CS20230722_CLAS_18
5120,2714,2714 PF Fzd5 Glut_1,674,PF Fzd5 Glut_1,0674 PF Fzd5 Glut_1,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:0.82,"PF:0.68,fr:0.11,PO:0.08",86,99,0,0.45,0.55,,0.05,0.95,Glut,Slc17a6:8.55,Glut,,"Wif1,Ctxn3,Cntnap3,Syndig1l","Wif1,Ctxn3,Cntnap3,Syndig1l","Gli3,Sp9,Twist2,Pou3f3,Zic2","Cd9,Cntnap3",,,,,,,,,,CCN202307220,CS20230722_CLUS_2714,CS20230722_SUPT_0674,CS20230722_SUBC_154,CS20230722_CLAS_18
5121,2715,2715 PF Fzd5 Glut_1,674,PF Fzd5 Glut_1,0674 PF Fzd5 Glut_1,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:1,"PF:0.62,VPMpc:0.25",138,107,0,0.55,0.45,,0.04,0.96,Glut,Slc17a6:8.54,Glut,Adcyap1:3.1,"Epha1,Fut10,Bnc2","Gli3,Cbln1,Ramp1,Rab3b","Gli3,Twist2,Prox1,Bnc2,Myt1l,Nfia",Rab3b,,,,,,,,,,CCN202307220,CS20230722_CLUS_2715,CS20230722_SUPT_0674,CS20230722_SUBC_154,CS20230722_CLAS_18
5106,2716,2716 PF Fzd5 Glut_1,674,PF Fzd5 Glut_1,0674 PF Fzd5 Glut_1,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:0.9,"PVT:0.5,SPA:0.12,PF:0.11,fr:0.08",65,132,0,0.61,0.39,,0.01,0.99,Glut,Slc17a6:8.45,Glut,Pdyn:4.3,"Wif1,Ctxn3,Tnc,Cpne5","Wif1,Ctxn3,Tnc,Sulf2,Nxph1","Gbx2,Prox1,Pou3f3,Zic5,Sp9,Bcl11a","Npy2r,Tnc,Cpne5",,,,,,,,,,CCN202307220,CS20230722_CLUS_2716,CS20230722_SUPT_0674,CS20230722_SUBC_154,CS20230722_CLAS_18
5111,2717,2717 PF Fzd5 Glut_1,674,PF Fzd5 Glut_1,0674 PF Fzd5 Glut_1,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:0.9,"PF:0.35,MD:0.29,fr:0.1,PVT:0.09",351,394,0,0.47,0.53,,0.05,0.95,Glut,Slc17a6:8.68,Glut,Pdyn:5.3,"Ccdc192,Aldh1a2,Npy2r,Igf1","Ctxn3,Wif1,Npy2r,Nxph1,Igf1,Tmem132c","Lef1,Twist2,Prox1,Foxp2,Gli3,Zic5","Npy2r,Igf1,Tmem132c",,,,,,,,,,CCN202307220,CS20230722_CLUS_2717,CS20230722_SUPT_0674,CS20230722_SUBC_154,CS20230722_CLAS_18
5113,2718,2718 PF Fzd5 Glut_1,674,PF Fzd5 Glut_1,0674 PF Fzd5 Glut_1,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,"TH:0.71,NA:0.22","PVT:0.25,fr:0.22,PF:0.14,MD:0.1,TH:0.1",141,163,0,0.48,0.52,,0.03,0.97,Glut,Slc17a6:8.29,Glut,Pdyn:7.5,"Aldh1a2,Ppp1r17,Ecel1","Ctxn3,Wif1,Ecel1","Twist2,Prox1,Zic5,Insm1,Rarb",Ecel1,,,,,,,,,,CCN202307220,CS20230722_CLUS_2718,CS20230722_SUPT_0674,CS20230722_SUBC_154,CS20230722_CLAS_18
5114,2719,2719 PF Fzd5 Glut_1,674,PF Fzd5 Glut_1,0674 PF Fzd5 Glut_1,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:0.91,"PF:0.73,MD:0.08",124,397,0,0.44,0.56,,0.04,0.96,Glut,Slc17a6:8.53,Glut,Pdyn:3.9,"Fzd5,Fzd10,Cdh9,Foxp2","Wif1,Ctxn3,Otof,Megf11","Prox1,Twist2,Zic5,Maf,Bcl11a,Zfpm2","Otof,Megf11",,,,,,,,,,CCN202307220,CS20230722_CLUS_2719,CS20230722_SUPT_0674,CS20230722_SUBC_154,CS20230722_CLAS_18
5107,2720,2720 PF Fzd5 Glut_2,675,PF Fzd5 Glut_2,0675 PF Fzd5 Glut_2,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:1,"PCN:0.26,PF:0.25,PO:0.23,VPMpc:0.11",108,104,0,0.49,0.51,,0.17,0.83,Glut,"Slc17a6:9.14,Slc17a7:6.79",Glut,"Cck:6.9,Grp:5.4,Npy:4.8","Sycp2l,Abhd12b","Edaradd,Grp,Ramp3","Gbx2,Bnc2,Sox3,Egr4",Tafa4,,,,,,,,,,CCN202307220,CS20230722_CLUS_2720,CS20230722_SUPT_0675,CS20230722_SUBC_154,CS20230722_CLAS_18
5108,2721,2721 PF Fzd5 Glut_2,675,PF Fzd5 Glut_2,0675 PF Fzd5 Glut_2,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:1,"PF:0.47,CL:0.31,MD:0.14",101,230,0,0.54,0.46,,0.07,0.93,Glut,Slc17a6:8.9,Glut,Cck:6.9,"Sycp2l,Fbln1","Ctxn3,Edaradd,Col24a1,Kcnmb2","Bnc2,Prox1,Shox2,Ebf1,Sox5,Twist2","Efhd1,Hpse2",,,,,,,,,,CCN202307220,CS20230722_CLUS_2721,CS20230722_SUPT_0675,CS20230722_SUBC_154,CS20230722_CLAS_18
5109,2722,2722 PF Fzd5 Glut_2,675,PF Fzd5 Glut_2,0675 PF Fzd5 Glut_2,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:0.98,"PF:0.62,MD:0.22",85,217,0,0.48,0.52,,0.04,0.96,Glut,Slc17a6:8.86,Glut,Cck:4.3,"Sycp2l,Hpse2,Kcnc4","Adgrf5,Ctxn3,Gli3,Drd5,Gpr139","Gbx2,Bnc2,Gli3,Zic1,Zfp521","Sycp2l,Cmtm8,Gli3",,,,,,,,,,CCN202307220,CS20230722_CLUS_2722,CS20230722_SUPT_0675,CS20230722_SUBC_154,CS20230722_CLAS_18
5115,2723,2723 PF Fzd5 Glut_2,675,PF Fzd5 Glut_2,0675 PF Fzd5 Glut_2,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:1,"PF:0.61,MD:0.17,PCN:0.07",142,243,0,0.49,0.51,,0.11,0.89,Glut,"Slc17a6:9.2,Slc17a7:3.72",Glut,Cck:4,"Sycp2l,Qrfprl","Ctxn3,Edaradd,Igfbp4,Cntnap3,Drd5","Bnc2,Gbx2,Gli3,Zic2,Klf15","Qrfprl,Sycp2l",,,,,,,,,,CCN202307220,CS20230722_CLUS_2723,CS20230722_SUPT_0675,CS20230722_SUBC_154,CS20230722_CLAS_18
5110,2724,2724 PF Fzd5 Glut_2,675,PF Fzd5 Glut_2,0675 PF Fzd5 Glut_2,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:0.99,"PF:0.74,MD:0.13",414,700,0,0.46,0.54,,0.08,0.92,Glut,Slc17a6:9.14,Glut,,"Fzd5,Epha1,Fgf11,Tes","Ctxn3,Kcnj5,Tnc,Igf1,Pvalb,Gli3","Lef1,Prox1,Gli3,Foxp2,Esrrg,Hopx","Fgf11,Tes,Pstpip1",,,,,,,,,,CCN202307220,CS20230722_CLUS_2724,CS20230722_SUPT_0675,CS20230722_SUBC_154,CS20230722_CLAS_18
5112,2725,2725 PF Fzd5 Glut_2,675,PF Fzd5 Glut_2,0675 PF Fzd5 Glut_2,154,PF Fzd5 Glut,154 PF Fzd5 Glut,18,TH Glut,18 TH Glut,TH-EPI-Glut,NA,,TH:0.94,"PF:0.32,MD:0.23,CL:0.19,LP:0.13",185,606,0,0.48,0.52,,0.05,0.95,Glut,Slc17a6:9.03,Glut,,"Gm38576,Gm28822,Megf11,Adgrd1","Ctxn3,Tnc,Grp,Slc17a7","Lef1,Twist2,Prox1,Zic5,Ebf1,Bcl11a","Gm28822,Adgrd1",,,,,,,,,,CCN202307220,CS20230722_CLUS_2725,CS20230722_SUPT_0675,CS20230722_SUBC_154,CS20230722_CLAS_18
4701,2726,2726 PRC-PAG Pax6 Glut_1,676,PRC-PAG Pax6 Glut_1,0676 PRC-PAG Pax6 Glut_1,155,PRC-PAG Pax6 Glut,155 PRC-PAG Pax6 Glut,19,MB Glut,19 MB Glut,MB-HB-Glut-Sero-Dopa,PAG an,,MB:0.95,"NPC:0.29,MB:0.24,PAG:0.24,MRN:0.14",40,0,0,0.7,0.3,,0.03,0.98,Glut,Slc17a6:8.79,Glut,"Cck:4,Npy:3.6,Adcyap1:3.1","Col24a1,Has2os,Barhl1","Col24a1,Barhl1,Npas1","Barhl1,Npas1,Zeb2,Nr2f2,Ebf3",Qrfprl,,,,,,,,,,CCN202307220,CS20230722_CLUS_2726,CS20230722_SUPT_0676,CS20230722_SUBC_155,CS20230722_CLAS_19
4835,2727,2727 PRC-PAG Pax6 Glut_1,676,PRC-PAG Pax6 Glut_1,0676 PRC-PAG Pax6 Glut_1,155,PRC-PAG Pax6 Glut,155 PRC-PAG Pax6 Glut,19,MB Glut,19 MB Glut,MB-HB-Glut-Sero-Dopa,PAG an,,MB:1,PAG:0.9,26,0,0,0.58,0.42,,0.08,0.92,Glut,Slc17a6:9,Glut,"Adcyap1:6.5,Npy:4.5","Them7,Vsx2","Vsx2,Barhl1","Vsx2,Barhl1",Vsx2,,,,,,,,,,CCN202307220,CS20230722_CLUS_2727,CS20230722_SUPT_0676,CS20230722_SUBC_155,CS20230722_CLAS_19
4841,2728,2728 PRC-PAG Pax6 Glut_1,676,PRC-PAG Pax6 Glut_1,0676 PRC-PAG Pax6 Glut_1,155,PRC-PAG Pax6 Glut,155 PRC-PAG Pax6 Glut,19,MB Glut,19 MB Glut,MB-HB-Glut-Sero-Dopa,PAG an,,MB:1,"PAG:0.55,MRN:0.23,NPC:0.09",56,0,0,0.46,0.54,,0.04,0.96,Glut,Slc17a6:9,Glut,"Grp:6.7,Adcyap1:3.2,Tac1:3.2","Gm30094,Htr3a,Barhl2","Htr3a,Grp,Pax6","Pax6,Ebf2,Otx2,Neurod2",Adamtsl3,,,,,,,,,,CCN202307220,CS20230722_CLUS_2728,CS20230722_SUPT_0676,CS20230722_SUBC_155,CS20230722_CLAS_19
4842,2729,2729 PRC-PAG Pax6 Glut_1,676,PRC-PAG Pax6 Glut_1,0676 PRC-PAG Pax6 Glut_1,155,PRC-PAG Pax6 Glut,155 PRC-PAG Pax6 Glut,19,MB Glut,19 MB Glut,MB-HB-Glut-Sero-Dopa,PAG an,,MB:1,"PAG:0.5,MB:0.25,NPC:0.19",100,4,0,0.55,0.45,,0.06,0.94,Glut,Slc17a6:8.91,Glut,Adcyap1:6.7,"Barhl1,Lhx1os,Esyt3,Megf11","Barhl1,Npas1,Nfib,Kcnmb2,Megf11","Barhl1,Npas1,Neurod6,Foxp2,Bhlhe22","Neurod6,Tpbg",,,,,,,,,,CCN202307220,CS20230722_CLUS_2729,CS20230722_SUPT_0676,CS20230722_SUBC_155,CS20230722_CLAS_19
2305,2730,2730 PRC-PAG Pax6 Glut_1,676,PRC-PAG Pax6 Glut_1,0676 PRC-PAG Pax6 Glut_1,155,PRC-PAG Pax6 Glut,155 PRC-PAG Pax6 Glut,19,MB Glut,19 MB Glut,MB-HB-Glut-Sero-Dopa,PAG an,,MB:0.99,"PAG:0.48,NPC:0.29,MB:0.12",215,1,0,0.59,0.41,,0.03,0.97,Glut,Slc17a6:8.71,Glut,Adcyap1:3.5,"Barhl1,Vgll3,Pax6,C1ql3","Barhl1,Pax6,Npas1,Sema3e,Lncenc1,Zfhx4","Barhl1,Pax6,Npas1,Zic1,Zfhx4,Tox","Vgll3,C1ql3",,,,,,,,,,CCN202307220,CS20230722_CLUS_2730,CS20230722_SUPT_0676,CS20230722_SUBC_155,CS20230722_CLAS_19
